label,device_type,flow_pkts_s,flow_byts_s,flow_duration_s,avg_pkt_len
Normal,light,29.58,17906.7,0.497,815.42
Normal,light,48.92,26728.89,4.857,658.92
DDoS,light,233.27,31741.17,5.333,861.68
Normal,camera,128.07,89737.52,8.448,539.27
Normal,thermostat,44.0,23263.21,3.25,668.09
Normal,light,40.79,34812.02,3.441,666.12
Normal,camera,145.74,86204.68,1.979,720.88
DDoS,camera,399.92,812837.96,4.224,585.58
Normal,camera,97.96,94302.57,2.568,792.57
Normal,thermostat,33.4,21759.45,1.12,626.25
DDoS,speaker,841.62,201565.9,3.007,569.14
Normal,camera,143.52,84947.25,2.281,561.76
DDoS,thermostat,684.78,105426.7,14.136,624.27
DDoS,camera,733.21,301738.63,9.022,362.94
Normal,speaker,73.98,37676.36,1.693,694.09
Normal,camera,141.77,101117.38,1.796,712.99
DDoS,thermostat,336.08,106733.3,4.549,445.43
Normal,light,61.98,15114.9,3.269,673.46
Normal,light,39.08,34080.0,1.845,761.32
DDoS,thermostat,410.48,178333.76,3.413,688.57
Normal,thermostat,78.9,22623.67,3.097,490.85
DDoS,thermostat,297.68,144964.75,6.634,634.03
Normal,camera,126.44,85205.36,5.179,744.28
Normal,camera,114.97,108902.95,2.871,748.03
Normal,thermostat,103.88,43724.4,4.612,597.14
DDoS,camera,985.43,440394.82,4.505,565.09
DDoS,camera,935.05,167638.3,4.448,424.48
DDoS,light,327.32,110003.04,2.491,520.07
Normal,speaker,81.8,28441.75,2.538,662.14
Normal,light,19.21,686.42,0.393,574.77
Normal,camera,128.82,107686.55,2.496,609.67
Normal,camera,101.96,85428.0,1.975,587.77
Normal,speaker,76.49,37580.43,0.632,688.5
Normal,camera,131.59,98482.4,3.779,583.04
Normal,camera,146.48,80410.37,3.247,512.57
DDoS,light,268.82,86588.64,9.833,414.99
Normal,light,72.52,33092.86,1.351,601.41
DDoS,light,219.89,118577.51,1.63,552.77
Normal,camera,93.3,91208.44,0.166,647.23
Normal,camera,120.89,92698.19,1.336,506.31
Normal,speaker,85.61,41662.06,0.786,374.67
Normal,camera,96.64,106962.36,2.095,655.39
Normal,light,46.87,5826.94,1.608,702.54
Normal,light,6.39,14574.92,1.624,705.59
Normal,light,34.98,1992.4,3.758,700.51
DDoS,thermostat,500.85,139437.15,8.212,365.8
DDoS,camera,713.33,589296.15,4.767,493.14
DDoS,light,368.18,119455.3,9.609,374.77
Normal,speaker,87.61,34483.52,1.5,747.48
Normal,speaker,62.9,39771.06,2.996,725.62
Normal,camera,123.09,81332.0,3.455,678.21
Normal,camera,126.73,79706.43,4.859,609.21
Normal,speaker,37.03,43963.95,2.111,500.55
Normal,light,65.86,27042.72,8.294,634.84
Normal,speaker,69.6,27343.24,5.94,824.47
Normal,camera,120.95,91083.05,6.236,719.87
Normal,light,17.62,24064.26,1.705,718.18
DDoS,light,310.25,50166.35,2.874,298.55
DDoS,light,381.5,58793.87,1.049,633.71
DDoS,thermostat,562.15,41853.72,1.666,464.84
DDoS,camera,788.1,321300.68,1.739,457.54
Normal,light,72.33,34854.14,7.308,705.68
DDoS,camera,1173.68,730496.3,4.542,227.59
DDoS,thermostat,481.77,150890.61,5.529,491.07
Normal,speaker,83.82,33158.69,2.9,708.6
Normal,thermostat,86.05,45932.62,1.223,719.09
DDoS,speaker,346.31,211141.54,2.034,255.36
Normal,camera,141.74,91839.36,0.32,635.95
DDoS,light,461.84,78588.42,4.07,477.88
Normal,speaker,96.09,14224.82,1.977,662.69
Normal,camera,107.79,115896.23,0.96,701.22
Normal,camera,135.25,89947.42,6.913,629.02
Normal,thermostat,37.34,30515.51,7.515,703.66
DDoS,camera,271.24,596726.21,1.965,839.36
DDoS,light,255.09,37558.78,6.197,546.24
Normal,speaker,92.37,30896.19,8.187,601.23
Normal,thermostat,62.31,21033.36,4.016,669.65
DDoS,camera,740.83,600872.31,8.298,615.33
Normal,thermostat,20.74,27526.85,2.603,702.16
Normal,light,70.91,38169.84,6.742,589.56
Normal,camera,118.87,97548.99,3.727,626.16
DDoS,light,310.59,103802.16,1.315,643.1
DDoS,light,415.26,111234.89,2.824,491.64
Normal,light,32.67,19410.85,0.681,820.12
Normal,camera,117.6,86894.24,2.359,816.94
DDoS,light,251.37,99435.14,1.523,467.95
DDoS,camera,763.83,338942.98,8.564,626.93
Normal,camera,137.96,97710.11,1.825,579.38
Normal,speaker,37.45,24500.42,4.082,692.71
DDoS,light,483.14,117176.57,14.652,623.68
Normal,camera,71.49,97733.41,5.528,601.51
Normal,camera,97.6,97219.33,0.732,605.45
Normal,camera,102.62,99117.25,3.289,671.19
Normal,camera,94.25,87665.62,6.215,540.92
Normal,camera,114.45,86632.35,0.12,658.0
Normal,camera,133.98,95608.38,3.889,639.46
DDoS,thermostat,419.91,62058.27,9.103,719.04
Normal,light,37.2,16677.39,3.367,615.66
Normal,light,63.17,12747.34,1.352,612.62
Normal,light,26.36,32321.79,2.272,707.24
DDoS,camera,813.46,410785.26,3.59,356.52
DDoS,speaker,530.67,259298.02,4.148,544.66
Normal,speaker,96.5,35364.54,5.329,615.14
DDoS,speaker,729.11,163201.58,2.797,472.97
Normal,speaker,68.14,24617.47,4.6,716.62
DDoS,speaker,590.28,166905.75,6.203,413.18
Normal,thermostat,45.74,30232.61,4.795,610.64
DDoS,camera,563.5,577093.08,5.385,508.58
Normal,light,69.77,44386.04,3.226,522.71
Normal,light,9.64,13368.61,2.542,681.74
DDoS,light,299.31,87546.93,2.256,555.42
Normal,thermostat,71.76,5784.78,3.989,651.6
Normal,camera,119.43,104051.19,0.795,841.35
Normal,thermostat,28.98,17967.36,3.883,551.56
DDoS,speaker,580.93,112984.2,4.647,510.6
Normal,light,24.23,31978.64,6.27,551.94
Normal,thermostat,94.4,41843.44,2.195,595.28
DDoS,camera,633.52,597295.36,8.683,459.07
Normal,thermostat,38.27,26394.79,0.958,641.77
Normal,speaker,61.56,33895.64,2.106,617.03
DDoS,light,254.11,88887.83,2.614,498.48
Normal,light,28.49,24378.52,0.237,666.99
Normal,thermostat,54.35,24380.49,1.757,657.09
Normal,light,55.96,18760.18,0.792,537.25
DDoS,camera,819.25,277973.63,4.342,430.3
Normal,light,48.33,21123.08,4.595,660.49
DDoS,thermostat,371.33,155394.26,3.675,407.87
DDoS,thermostat,498.28,154287.49,5.62,444.04
Normal,light,63.87,35824.81,2.433,631.93
DDoS,speaker,520.58,117649.42,4.903,620.66
Normal,camera,96.67,104842.18,6.863,701.76
Normal,speaker,66.7,49312.13,3.392,709.01
DDoS,camera,1267.72,474592.92,2.772,406.2
DDoS,thermostat,611.84,113211.71,2.157,505.73
Normal,camera,74.81,99227.9,0.259,728.74
Normal,thermostat,67.53,25527.85,0.546,491.39
Normal,thermostat,79.07,22216.98,2.638,618.16
Normal,camera,120.54,115980.99,2.714,519.84
Normal,thermostat,85.25,30394.3,0.541,818.14
Normal,speaker,80.35,20050.11,0.515,574.57
DDoS,camera,1137.42,379293.68,1.732,419.01
Normal,light,69.25,30503.4,7.317,736.64
Normal,thermostat,75.88,31236.8,0.782,663.69
DDoS,light,275.15,64537.01,7.904,509.32
DDoS,camera,719.5,486340.69,3.222,608.55
Normal,camera,92.52,88601.48,1.696,702.48
Normal,camera,95.4,104948.7,4.901,656.31
Normal,camera,133.51,64717.73,2.387,709.69
Normal,camera,121.32,80679.45,0.948,468.32
Normal,light,17.18,16184.35,1.344,651.35
DDoS,speaker,424.27,253532.31,20.052,511.01
Normal,speaker,74.86,27991.28,2.123,807.71
Normal,light,78.33,28384.5,1.527,747.43
Normal,camera,94.59,87847.05,3.073,734.94
Normal,camera,122.16,88789.9,1.509,665.96
Normal,thermostat,71.13,27409.57,1.077,565.67
DDoS,camera,395.32,712352.93,2.266,586.39
Normal,thermostat,55.55,24501.92,2.015,573.51
Normal,thermostat,42.35,36217.62,7.207,677.44
Normal,thermostat,74.65,41962.88,0.96,548.28
DDoS,thermostat,406.83,120555.49,3.47,692.84
Normal,speaker,97.1,34102.12,3.608,710.65
Normal,light,25.94,27932.87,2.996,533.21
DDoS,thermostat,470.04,139649.43,1.492,752.58
Normal,speaker,86.19,54295.23,1.001,601.36
Normal,speaker,55.92,19821.27,0.749,654.84
Normal,thermostat,58.75,10973.54,2.307,784.34
Normal,thermostat,83.87,23968.73,6.785,686.24
Normal,thermostat,75.04,19522.9,6.645,795.6
DDoS,speaker,584.46,212866.54,3.857,344.45
Normal,speaker,88.99,36044.69,3.72,732.87
Normal,camera,140.11,73538.86,6.187,625.33
Normal,thermostat,82.59,12440.15,0.266,644.97
Normal,light,39.39,27470.67,1.1,543.59
Normal,thermostat,36.81,26761.35,1.582,700.67
DDoS,camera,1120.4,423643.03,6.992,635.19
Normal,speaker,80.96,26999.32,4.536,594.25
DDoS,light,199.57,50540.03,13.068,653.42
Normal,speaker,81.65,36419.18,1.406,661.03
Normal,speaker,57.08,37566.35,0.951,562.41
Normal,light,34.62,30527.23,1.162,621.49
Normal,thermostat,48.37,30082.64,1.234,597.35
Normal,light,39.85,30770.81,6.988,749.99
Normal,camera,151.34,127640.23,6.423,724.05
DDoS,light,217.52,64468.55,0.639,607.29
Normal,camera,143.04,86139.6,2.753,590.13
Normal,light,19.68,100.0,1.451,720.34
Normal,camera,125.77,99109.67,3.736,757.28
Normal,camera,110.44,80664.3,0.832,684.64
Normal,camera,142.12,86626.28,1.226,562.1
Normal,camera,118.64,69596.38,2.239,694.97
Normal,light,33.44,16893.35,1.308,650.49
DDoS,light,261.76,129470.73,2.33,555.77
DDoS,thermostat,466.44,142253.29,2.029,411.86
Normal,camera,144.47,82636.97,2.175,674.76
Normal,camera,102.96,74856.97,2.565,536.15
DDoS,camera,611.73,461336.86,5.627,329.68
Normal,camera,104.71,91668.16,3.192,666.29
Normal,speaker,84.05,37870.74,6.246,740.48
Normal,camera,130.76,71295.6,1.669,715.55
Normal,thermostat,35.91,47647.34,0.7,784.5
Normal,camera,138.71,89505.35,2.76,598.76
Normal,camera,128.4,93887.31,5.415,672.89
Normal,thermostat,39.48,9662.42,2.639,601.69
Normal,light,46.71,20772.71,3.085,662.49
DDoS,camera,843.4,267480.44,1.546,656.98
Normal,camera,147.14,89076.43,1.084,814.05
Normal,thermostat,58.47,31766.24,4.857,557.77
Normal,camera,112.16,83655.34,3.818,762.73
DDoS,camera,938.8,342116.66,2.251,511.68
DDoS,speaker,618.76,241942.76,8.515,606.27
Normal,light,83.24,29967.79,4.493,647.02
Normal,light,1.0,23543.98,2.733,665.32
DDoS,thermostat,592.02,146584.27,1.508,522.49
DDoS,thermostat,304.58,119443.31,3.386,579.27
Normal,thermostat,74.63,35588.4,2.348,636.65
Normal,light,77.62,19042.32,2.732,702.01
Normal,light,22.9,28623.49,4.594,719.84
DDoS,camera,745.35,251229.84,3.223,430.08
Normal,thermostat,85.52,13298.14,3.754,542.9
Normal,thermostat,47.44,29399.35,4.311,679.71
DDoS,speaker,237.74,228726.49,1.895,569.18
DDoS,light,301.11,71535.96,1.254,428.69
DDoS,thermostat,344.72,155471.95,3.227,464.96
DDoS,camera,1257.99,198470.97,4.507,513.47
Normal,light,3.36,8830.97,0.681,626.92
Normal,camera,111.96,87635.56,2.295,665.98
Normal,thermostat,51.6,6188.69,0.988,592.1
DDoS,camera,680.03,453548.39,4.039,557.47
Normal,light,32.98,16035.71,0.946,681.52
DDoS,camera,849.71,546282.69,6.725,416.7
Normal,thermostat,49.36,42204.28,2.275,657.88
DDoS,speaker,645.51,257300.06,3.833,432.1
Normal,camera,135.6,98479.04,0.534,797.73
Normal,thermostat,79.44,16225.44,4.506,551.68
DDoS,thermostat,386.43,74929.38,2.501,419.17
Normal,camera,108.55,100280.3,7.84,745.16
DDoS,light,259.18,95768.54,1.931,279.36
Normal,camera,126.28,93087.07,2.888,605.68
DDoS,thermostat,333.79,120191.69,7.153,583.45
Normal,light,42.48,20600.42,3.786,713.53
Normal,light,41.15,16647.88,2.779,672.09
DDoS,light,411.34,98615.55,5.339,431.61
Normal,camera,119.16,76552.39,0.694,721.16
Normal,camera,142.12,96801.8,0.777,808.52
Normal,light,65.19,17087.31,2.197,636.29
Normal,thermostat,55.18,38966.45,2.034,575.44
Normal,speaker,69.4,21581.83,4.35,606.89
DDoS,speaker,345.37,199338.2,6.538,712.29
Normal,speaker,101.83,34114.87,1.15,771.35
Normal,thermostat,56.4,7137.46,1.499,692.12
Normal,thermostat,59.08,30211.34,0.659,622.55
Normal,light,69.01,4398.48,5.218,584.11
Normal,thermostat,88.69,28540.75,1.341,643.18
DDoS,camera,969.98,712207.67,2.536,341.86
DDoS,speaker,507.87,134920.53,8.394,431.39
Normal,speaker,79.75,35941.21,3.081,659.62
Normal,thermostat,59.18,24539.54,1.637,485.54
DDoS,camera,871.32,619263.45,1.347,573.94
Normal,thermostat,89.21,22258.37,4.119,682.38
Normal,speaker,76.3,50939.98,3.235,664.03
Normal,speaker,67.09,44856.8,5.178,616.8
Normal,camera,132.82,67584.51,1.483,530.07
DDoS,camera,761.74,672328.89,1.88,521.49
DDoS,speaker,639.18,186354.63,6.472,432.62
Normal,thermostat,77.29,10490.52,3.263,717.89
Normal,thermostat,56.92,23493.55,1.775,452.44
DDoS,speaker,448.38,188627.02,1.764,541.35
DDoS,camera,657.84,417471.0,3.066,395.14
Normal,light,40.87,19451.95,3.06,674.6
Normal,camera,138.48,83454.19,2.135,636.57
Normal,thermostat,56.72,29507.45,2.108,681.49
DDoS,speaker,675.82,174342.38,3.956,560.74
DDoS,thermostat,314.88,167756.74,3.894,531.05
Normal,speaker,67.57,26857.45,4.11,610.22
DDoS,light,359.7,106676.49,1.138,519.2
Normal,thermostat,55.08,24789.02,3.905,653.44
Normal,camera,130.23,90974.96,1.58,724.06
Normal,thermostat,59.87,33476.28,0.959,506.4
Normal,thermostat,70.5,9709.63,0.632,840.56
Normal,camera,109.46,95774.34,3.082,579.87
Normal,thermostat,56.56,18702.05,3.766,756.93
Normal,thermostat,69.95,11045.36,3.141,714.93
Normal,light,81.16,20143.06,2.955,675.74
Normal,light,62.56,16205.01,4.826,674.96
Normal,light,63.89,23141.46,3.603,569.17
Normal,camera,105.71,70812.87,4.224,864.64
Normal,camera,102.41,80129.76,3.537,776.51
Normal,light,44.47,8710.62,4.627,614.46
DDoS,thermostat,454.47,195456.1,4.419,677.44
DDoS,camera,871.59,393977.51,7.46,476.01
DDoS,speaker,482.7,207840.0,5.612,400.64
Normal,light,50.85,10067.94,5.257,665.08
Normal,thermostat,27.74,49155.47,3.866,646.03
DDoS,camera,1270.16,351025.57,1.01,457.02
Normal,light,30.96,3621.83,2.53,737.11
Normal,light,27.98,15007.83,2.146,717.64
Normal,light,65.05,12545.9,2.029,638.04
DDoS,light,185.8,115884.42,9.392,492.37
Normal,speaker,92.0,29346.64,5.955,647.7
DDoS,thermostat,295.65,110938.28,4.206,545.97
DDoS,camera,577.76,124664.23,3.27,568.57
Normal,light,65.69,10019.81,0.723,703.36
DDoS,light,204.41,78511.07,4.641,416.87
Normal,light,23.4,27409.15,2.385,664.77
DDoS,camera,948.93,487168.94,6.858,462.2
Normal,camera,103.69,73032.37,0.896,811.76
DDoS,speaker,416.55,145780.83,3.679,792.59
Normal,light,12.04,29707.34,2.29,651.63
DDoS,speaker,635.06,122115.86,1.443,753.29
Normal,light,51.22,26063.85,0.854,633.33
Normal,light,85.49,26251.95,1.099,582.88
DDoS,light,293.75,107742.08,2.574,566.6
DDoS,speaker,573.79,233422.94,3.702,735.22
Normal,light,40.17,25739.46,1.457,573.06
Normal,light,30.78,12026.8,3.734,706.84
Normal,camera,125.99,112213.85,3.659,677.5
DDoS,thermostat,456.61,195680.35,8.901,544.68
DDoS,light,358.6,70664.44,2.553,317.96
DDoS,camera,972.34,544165.17,2.535,657.1
Normal,camera,130.67,98117.14,4.669,626.47
Normal,thermostat,55.77,38909.18,3.393,623.27
Normal,camera,123.05,92480.51,1.988,631.91
DDoS,camera,907.79,570274.06,1.311,407.59
Normal,thermostat,93.96,27017.22,1.345,603.55
DDoS,speaker,642.3,172579.53,5.426,553.49
Normal,thermostat,16.81,26020.84,2.819,630.9
Normal,camera,115.41,111223.93,2.533,626.82
Normal,camera,116.03,98715.17,2.131,557.27
Normal,light,21.35,17039.29,0.918,650.14
Normal,thermostat,70.19,31064.01,1.109,641.44
Normal,speaker,100.65,55819.51,3.577,689.42
Normal,light,31.99,37976.02,0.204,747.83
DDoS,light,251.72,30463.48,2.057,456.2
Normal,camera,128.35,87335.76,1.666,532.71
Normal,light,60.25,768.88,2.011,477.4
Normal,camera,124.79,97871.47,2.624,796.55
Normal,speaker,68.4,32956.74,12.185,572.37
DDoS,light,194.27,57456.69,5.55,326.06
Normal,thermostat,70.54,31675.09,2.503,630.95
DDoS,camera,540.54,276221.39,6.277,623.99
Normal,camera,126.55,101658.26,1.645,677.57
Normal,light,40.86,20545.12,2.466,788.04
Normal,camera,119.52,83611.52,3.453,577.84
Normal,light,41.32,34187.13,2.046,692.1
Normal,camera,118.46,90995.59,1.765,713.68
DDoS,light,392.9,85255.77,4.587,499.92
Normal,speaker,77.33,26911.68,7.171,647.29
Normal,light,60.55,27312.03,5.513,610.27
Normal,light,53.24,8708.93,1.154,648.34
Normal,camera,147.58,104646.84,3.131,648.0
Normal,camera,107.05,82970.24,2.168,688.32
Normal,light,64.42,5907.92,2.132,577.41
Normal,thermostat,45.25,39004.32,6.666,560.4
Normal,thermostat,65.42,23416.23,2.828,848.78
DDoS,camera,902.03,565415.16,3.332,634.87
DDoS,camera,1144.5,491034.95,2.207,713.72
Normal,camera,143.9,81777.6,1.366,661.82
Normal,speaker,58.34,16066.96,1.271,617.53
DDoS,camera,550.05,542777.85,2.066,591.22
Normal,light,50.2,15174.67,2.025,585.83
Normal,camera,98.36,84955.71,2.633,697.93
Normal,light,16.5,18149.77,3.225,749.08
Normal,thermostat,48.55,4181.11,1.293,664.6
Normal,speaker,86.21,22047.53,0.513,784.26
DDoS,speaker,546.73,185953.46,4.042,542.69
DDoS,thermostat,358.64,97078.74,6.43,742.43
DDoS,speaker,789.96,192568.14,4.225,373.3
DDoS,speaker,596.24,259598.8,4.783,584.57
Normal,speaker,72.45,40026.72,6.698,766.08
Normal,speaker,67.09,28331.35,4.109,529.98
DDoS,camera,897.23,478072.26,3.365,592.54
DDoS,light,403.49,63541.6,8.427,366.13
Normal,camera,128.63,91177.29,6.132,693.12
DDoS,camera,872.75,434284.04,3.431,555.2
Normal,speaker,130.81,36569.82,2.91,581.64
Normal,thermostat,59.03,8284.81,1.515,546.6
Normal,light,44.35,4730.12,6.5,824.08
Normal,speaker,35.44,40233.48,1.309,584.21
Normal,speaker,63.58,26739.92,3.766,541.37
Normal,speaker,87.44,41628.53,1.988,650.68
Normal,camera,146.82,92239.16,1.903,690.73
Normal,camera,104.79,108982.57,1.894,709.79
Normal,thermostat,59.0,39373.43,0.599,711.0
DDoS,camera,1177.38,524913.82,5.201,578.31
Normal,camera,104.86,101171.51,5.438,702.03
Normal,thermostat,37.72,31485.48,0.969,527.27
Normal,light,27.59,18144.31,4.022,661.77
Normal,light,53.59,12704.17,4.766,614.56
DDoS,thermostat,494.46,187893.6,2.721,466.64
Normal,light,50.83,15211.66,3.43,622.34
DDoS,camera,715.97,400701.03,0.333,500.18
Normal,camera,150.73,72497.08,2.738,550.42
Normal,light,47.76,26294.96,0.942,580.61
Normal,light,37.59,100.0,4.632,693.34
Normal,light,75.89,18825.85,0.389,666.41
Normal,camera,126.2,96415.64,2.484,597.04
Normal,speaker,69.39,48478.28,2.773,524.45
Normal,light,75.8,32775.61,4.131,809.4
Normal,light,39.76,21256.01,3.244,620.03
DDoS,light,406.11,114422.33,4.873,441.37
Normal,speaker,87.77,29045.23,3.097,684.08
Normal,light,26.59,34038.66,3.679,661.35
Normal,light,38.93,100.0,1.017,779.83
Normal,speaker,88.92,53679.88,2.806,796.24
Normal,light,37.87,11893.08,5.693,635.96
DDoS,thermostat,193.53,85359.31,2.235,628.31
DDoS,light,212.02,104508.21,6.177,220.38
Normal,thermostat,60.2,3442.5,3.621,564.89
Normal,camera,108.46,106075.05,5.466,680.47
Normal,light,58.96,13689.6,2.806,604.02
Normal,speaker,88.46,23522.62,1.819,591.06
Normal,speaker,92.04,20933.52,2.182,584.31
Normal,thermostat,87.1,16751.96,4.259,627.93
Normal,thermostat,56.36,18089.92,1.863,576.93
DDoS,camera,459.51,561200.85,6.648,611.29
Normal,speaker,75.37,29635.35,2.277,752.92
Normal,speaker,80.98,37326.71,1.402,740.14
DDoS,light,194.58,84782.85,1.894,676.94
Normal,speaker,46.32,40391.09,3.716,695.8
DDoS,light,293.78,138982.31,1.62,692.47
Normal,light,1.0,32069.1,1.541,565.47
DDoS,camera,1001.02,458182.66,4.842,435.9
DDoS,thermostat,478.11,126841.43,2.521,456.2
Normal,light,23.19,16945.15,2.87,562.3
DDoS,light,374.62,27811.26,7.782,752.4
Normal,thermostat,29.08,41447.3,0.439,560.13
DDoS,speaker,481.04,255153.51,14.768,574.21
Normal,camera,120.8,88053.37,7.977,565.04
Normal,thermostat,64.38,9283.13,2.897,642.72
Normal,light,51.11,100.0,0.499,690.15
DDoS,light,416.58,131113.91,1.232,652.61
Normal,light,33.65,28983.82,2.401,826.92
DDoS,camera,501.99,381608.46,6.242,708.51
DDoS,camera,978.31,461190.02,3.982,525.05
Normal,light,73.08,34932.85,0.749,641.42
DDoS,light,318.53,104962.48,3.601,459.05
DDoS,camera,1133.99,464282.6,7.508,549.68
Normal,light,29.78,16835.14,2.728,674.36
Normal,thermostat,44.91,24779.66,1.662,619.81
Normal,light,44.58,30423.32,8.953,716.08
Normal,speaker,81.31,44428.21,1.612,642.21
Normal,camera,112.73,111029.09,2.615,587.41
Normal,camera,115.06,89374.45,0.699,711.55
Normal,light,63.21,22968.16,0.731,762.71
Normal,light,34.18,31713.42,1.894,566.27
Normal,light,51.32,32328.56,3.314,700.14
DDoS,speaker,605.72,149375.02,6.692,363.78
DDoS,speaker,653.8,240057.57,5.118,368.84
Normal,speaker,68.31,26631.86,17.289,588.9
DDoS,thermostat,457.29,118628.18,2.782,383.23
DDoS,thermostat,328.33,85985.87,3.098,500.35
DDoS,thermostat,445.96,91953.2,5.71,573.13
Normal,camera,116.38,111276.94,1.413,619.87
Normal,light,42.45,5607.89,0.773,527.63
DDoS,camera,1098.7,632833.67,7.721,438.89
DDoS,speaker,455.37,129519.13,11.999,465.77
DDoS,light,228.77,125911.06,8.324,592.78
DDoS,light,320.66,3870.68,5.706,533.21
Normal,thermostat,41.67,28066.27,0.297,722.37
Normal,camera,110.61,104592.62,1.315,767.11
Normal,camera,137.84,80262.76,4.03,537.84
Normal,thermostat,52.19,38323.69,2.76,630.64
DDoS,camera,661.74,338080.17,3.445,670.38
Normal,light,54.76,3192.0,0.403,813.86
Normal,speaker,52.15,50015.32,2.45,522.24
DDoS,speaker,499.89,248467.89,6.934,489.98
Normal,light,22.76,20047.54,2.194,600.39
DDoS,camera,799.0,313313.26,5.031,544.18
DDoS,speaker,712.27,197330.02,3.052,500.64
Normal,speaker,44.61,32362.37,3.497,575.33
Normal,camera,131.98,80293.23,1.79,727.61
